Learning Rate	Train Loss	Benign Valid Loss	Poisoned Valid Loss	Train ACC.	Benign Valid ACC.	Poisoned Valid ACC.	
0.100000	0.512958	0.804195	1.989122	82.749054	76.800000	13.110000	
0.100000	0.503847	0.723797	2.079698	83.001395	78.960000	11.020000	
0.100000	0.500627	0.667908	2.010930	83.303787	80.710000	16.750000	
0.100000	0.495735	0.561817	2.666874	83.203685	82.550000	12.770000	
0.100000	0.507004	0.732985	2.207460	82.959686	78.090000	12.490000	
0.100000	0.494719	0.775049	1.772434	83.330898	77.900000	19.840000	
0.100000	0.501824	0.829447	1.938634	83.005566	75.460000	16.190000	
0.100000	0.502218	0.580583	2.327850	82.959686	82.950000	12.480000	
0.100000	0.498027	0.628477	2.586566	83.134864	81.330000	10.280000	
0.100000	0.492463	0.733937	1.941011	83.341325	78.430000	16.690000	
0.100000	0.498352	0.599575	2.167373	83.132779	82.530000	11.960000	
0.100000	0.494405	0.611878	2.230919	83.157805	81.750000	12.510000	
0.100000	0.489420	0.695676	1.879458	83.285018	80.360000	17.050000	
0.100000	0.488208	0.758513	2.602578	83.301701	76.310000	9.490000	
0.100000	0.492422	0.604670	2.540237	83.151548	81.510000	11.550000	
0.100000	0.484784	1.076828	2.175884	83.622862	68.690000	14.790000	
0.100000	0.482144	0.721041	2.036655	83.568641	78.780000	14.250000	
0.100000	0.485698	0.709475	1.937613	83.360094	79.120000	16.920000	
0.100000	0.491381	0.772012	1.858476	83.268334	76.940000	19.410000	
0.100000	0.488369	0.695022	2.731526	83.376778	79.360000	11.120000	
0.100000	0.482376	0.718039	2.238706	83.487308	78.670000	13.670000	
0.100000	0.488984	0.607491	2.317519	83.408060	81.720000	14.580000	
0.100000	0.483198	0.627191	2.237983	83.412231	81.640000	13.970000	
0.100000	0.478939	0.726131	2.829737	83.750076	79.240000	10.960000	
0.100000	0.477539	0.650398	3.362195	83.825152	79.430000	7.850000	
0.100000	0.477394	0.602499	2.200282	83.710452	82.190000	13.290000	
0.100000	0.481082	0.649268	2.525264	83.372607	80.100000	10.560000	
0.100000	0.478919	0.715145	2.121423	83.752161	79.520000	15.970000	
